Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
"FBS","New Food Balances","2","Afghanistan","664","Food supply (kcal/capita/day)","2943","Meat","2017","2017","kcal/capita/day","48","Fc","Calculated data"
"FBS","New Food Balances","3","Albania","664","Food supply (kcal/capita/day)","2943","Meat","2017","2017","kcal/capita/day","263","Fc","Calculated data"
"FBS","New Food Balances","4","Algeria","664","Food supply (kcal/capita/day)","2943","Meat","2017","2017","kcal/capita/day","84","Fc","Calculated data"
"FBS","New Food Balances","7","Angola","664","Food supply (kcal/capita/day)","2943","Meat","2017","2017","kcal/capita/day","133","Fc","Calculated data"
"FBS","New Food Balances","8","Antigua and Barbuda","664","Food supply (kcal/capita/day)","2943","Meat","2017","2017","kcal/capita/day","342","Fc","Calculated data"
"FBS","New Food Balances","9","Argentina","664","Food supply (kcal/capita/day)","2943","Meat","2017","2017","kcal/capita/day","612","Fc","Calculated data"
"FBS","New Food Balances","1","Armenia","664","Food supply (kcal/capita/day)","2943","Meat","2017","2017","kcal/capita/day","260","Fc","Calculated data"
"FBS","New Food Balances","10","Australia","664","Food supply (kcal/capita/day)","2943","Meat","2017","2017","kcal/capita/day","496","Fc","Calculated data"
"FBS","New Food Balances","11","Austria","664","Food supply (kcal/capita/day)","2943","Meat","2017","2017","kcal/capita/day","370","Fc","Calculated data"
"FBS","New Food Balances","52","Azerbaijan","664","Food supply (kcal/capita/day)","2943","Meat","2017","2017","kcal/capita/day","182","Fc","Calculated data"
"FBS","New Food Balances","12","Bahamas","664","Food supply (kcal/capita/day)","2943","Meat","2017","2017","kcal/capita/day","334","Fc","Calculated data"
"FBS","New Food Balances","16","Bangladesh","664","Food supply (kcal/capita/day)","2943","Meat","2017","2017","kcal/capita/day","18","Fc","Calculated data"
"FBS","New Food Balances","14","Barbados","664","Food supply (kcal/capita/day)","2943","Meat","2017","2017","kcal/capita/day","328","Fc","Calculated data"
"FBS","New Food Balances","57","Belarus","664","Food supply (kcal/capita/day)","2943","Meat","2017","2017","kcal/capita/day","376","Fc","Calculated data"
"FBS","New Food Balances","255","Belgium","664","Food supply (kcal/capita/day)","2943","Meat","2017","2017","kcal/capita/day","247","Fc","Calculated data"
"FBS","New Food Balances","23","Belize","664","Food supply (kcal/capita/day)","2943","Meat","2017","2017","kcal/capita/day","213","Fc","Calculated data"
"FBS","New Food Balances","53","Benin","664","Food supply (kcal/capita/day)","2943","Meat","2017","2017","kcal/capita/day","66","Fc","Calculated data"
"FBS","New Food Balances","19","Bolivia (Plurinational State of)","664","Food supply (kcal/capita/day)","2943","Meat","2017","2017","kcal/capita/day","318","Fc","Calculated data"
"FBS","New Food Balances","80","Bosnia and Herzegovina","664","Food supply (kcal/capita/day)","2943","Meat","2017","2017","kcal/capita/day","198","Fc","Calculated data"
"FBS","New Food Balances","20","Botswana","664","Food supply (kcal/capita/day)","2943","Meat","2017","2017","kcal/capita/day","88","Fc","Calculated data"
"FBS","New Food Balances","21","Brazil","664","Food supply (kcal/capita/day)","2943","Meat","2017","2017","kcal/capita/day","465","Fc","Calculated data"
"FBS","New Food Balances","27","Bulgaria","664","Food supply (kcal/capita/day)","2943","Meat","2017","2017","kcal/capita/day","244","Fc","Calculated data"
"FBS","New Food Balances","233","Burkina Faso","664","Food supply (kcal/capita/day)","2943","Meat","2017","2017","kcal/capita/day","63","Fc","Calculated data"
"FBS","New Food Balances","35","Cabo Verde","664","Food supply (kcal/capita/day)","2943","Meat","2017","2017","kcal/capita/day","173","Fc","Calculated data"
"FBS","New Food Balances","115","Cambodia","664","Food supply (kcal/capita/day)","2943","Meat","2017","2017","kcal/capita/day","88","Fc","Calculated data"
"FBS","New Food Balances","32","Cameroon","664","Food supply (kcal/capita/day)","2943","Meat","2017","2017","kcal/capita/day","53","Fc","Calculated data"
"FBS","New Food Balances","33","Canada","664","Food supply (kcal/capita/day)","2943","Meat","2017","2017","kcal/capita/day","335","Fc","Calculated data"
"FBS","New Food Balances","37","Central African Republic","664","Food supply (kcal/capita/day)","2943","Meat","2017","2017","kcal/capita/day","175","Fc","Calculated data"
"FBS","New Food Balances","39","Chad","664","Food supply (kcal/capita/day)","2943","Meat","2017","2017","kcal/capita/day","126","Fc","Calculated data"
"FBS","New Food Balances","40","Chile","664","Food supply (kcal/capita/day)","2943","Meat","2017","2017","kcal/capita/day","447","Fc","Calculated data"
"FBS","New Food Balances","351","China","664","Food supply (kcal/capita/day)","2943","Meat","2017","2017","kcal/capita/day","473","Fc","Calculated data"
"FBS","New Food Balances","96","China, Hong Kong SAR","664","Food supply (kcal/capita/day)","2943","Meat","2017","2017","kcal/capita/day","782","Fc","Calculated data"
"FBS","New Food Balances","128","China, Macao SAR","664","Food supply (kcal/capita/day)","2943","Meat","2017","2017","kcal/capita/day","636","Fc","Calculated data"
"FBS","New Food Balances","41","China, mainland","664","Food supply (kcal/capita/day)","2943","Meat","2017","2017","kcal/capita/day","472","Fc","Calculated data"
"FBS","New Food Balances","214","China, Taiwan Province of","664","Food supply (kcal/capita/day)","2943","Meat","2017","2017","kcal/capita/day","416","Fc","Calculated data"
"FBS","New Food Balances","44","Colombia","664","Food supply (kcal/capita/day)","2943","Meat","2017","2017","kcal/capita/day","252","Fc","Calculated data"
"FBS","New Food Balances","46","Congo","664","Food supply (kcal/capita/day)","2943","Meat","2017","2017","kcal/capita/day","147","Fc","Calculated data"
"FBS","New Food Balances","48","Costa Rica","664","Food supply (kcal/capita/day)","2943","Meat","2017","2017","kcal/capita/day","183","Fc","Calculated data"
"FBS","New Food Balances","107","Côte d'Ivoire","664","Food supply (kcal/capita/day)","2943","Meat","2017","2017","kcal/capita/day","48","Fc","Calculated data"
"FBS","New Food Balances","98","Croatia","664","Food supply (kcal/capita/day)","2943","Meat","2017","2017","kcal/capita/day","336","Fc","Calculated data"
"FBS","New Food Balances","49","Cuba","664","Food supply (kcal/capita/day)","2943","Meat","2017","2017","kcal/capita/day","293","Fc","Calculated data"
"FBS","New Food Balances","50","Cyprus","664","Food supply (kcal/capita/day)","2943","Meat","2017","2017","kcal/capita/day","313","Fc","Calculated data"
"FBS","New Food Balances","167","Czechia","664","Food supply (kcal/capita/day)","2943","Meat","2017","2017","kcal/capita/day","330","Fc","Calculated data"
"FBS","New Food Balances","116","Democratic People's Republic of Korea","664","Food supply (kcal/capita/day)","2943","Meat","2017","2017","kcal/capita/day","83","Fc","Calculated data"
"FBS","New Food Balances","54","Denmark","664","Food supply (kcal/capita/day)","2943","Meat","2017","2017","kcal/capita/day","339","Fc","Calculated data"
"FBS","New Food Balances","72","Djibouti","664","Food supply (kcal/capita/day)","2943","Meat","2017","2017","kcal/capita/day","80","Fc","Calculated data"
"FBS","New Food Balances","55","Dominica","664","Food supply (kcal/capita/day)","2943","Meat","2017","2017","kcal/capita/day","281","Fc","Calculated data"
"FBS","New Food Balances","56","Dominican Republic","664","Food supply (kcal/capita/day)","2943","Meat","2017","2017","kcal/capita/day","216","Fc","Calculated data"
"FBS","New Food Balances","58","Ecuador","664","Food supply (kcal/capita/day)","2943","Meat","2017","2017","kcal/capita/day","203","Fc","Calculated data"
"FBS","New Food Balances","59","Egypt","664","Food supply (kcal/capita/day)","2943","Meat","2017","2017","kcal/capita/day","109","Fc","Calculated data"
"FBS","New Food Balances","60","El Salvador","664","Food supply (kcal/capita/day)","2943","Meat","2017","2017","kcal/capita/day","122","Fc","Calculated data"
"FBS","New Food Balances","63","Estonia","664","Food supply (kcal/capita/day)","2943","Meat","2017","2017","kcal/capita/day","283","Fc","Calculated data"
"FBS","New Food Balances","209","Eswatini","664","Food supply (kcal/capita/day)","2943","Meat","2017","2017","kcal/capita/day","133","Fc","Calculated data"
"FBS","New Food Balances","238","Ethiopia","664","Food supply (kcal/capita/day)","2943","Meat","2017","2017","kcal/capita/day","30","Fc","Calculated data"
"FBS","New Food Balances","66","Fiji","664","Food supply (kcal/capita/day)","2943","Meat","2017","2017","kcal/capita/day","209","Fc","Calculated data"
"FBS","New Food Balances","67","Finland","664","Food supply (kcal/capita/day)","2943","Meat","2017","2017","kcal/capita/day","531","Fc","Calculated data"
"FBS","New Food Balances","68","France","664","Food supply (kcal/capita/day)","2943","Meat","2017","2017","kcal/capita/day","438","Fc","Calculated data"
"FBS","New Food Balances","70","French Polynesia","664","Food supply (kcal/capita/day)","2943","Meat","2017","2017","kcal/capita/day","476","Fc","Calculated data"
"FBS","New Food Balances","74","Gabon","664","Food supply (kcal/capita/day)","2943","Meat","2017","2017","kcal/capita/day","236","Fc","Calculated data"
"FBS","New Food Balances","75","Gambia","664","Food supply (kcal/capita/day)","2943","Meat","2017","2017","kcal/capita/day","32","Fc","Calculated data"
"FBS","New Food Balances","73","Georgia","664","Food supply (kcal/capita/day)","2943","Meat","2017","2017","kcal/capita/day","136","Fc","Calculated data"
"FBS","New Food Balances","79","Germany","664","Food supply (kcal/capita/day)","2943","Meat","2017","2017","kcal/capita/day","361","Fc","Calculated data"
"FBS","New Food Balances","81","Ghana","664","Food supply (kcal/capita/day)","2943","Meat","2017","2017","kcal/capita/day","45","Fc","Calculated data"
"FBS","New Food Balances","84","Greece","664","Food supply (kcal/capita/day)","2943","Meat","2017","2017","kcal/capita/day","279","Fc","Calculated data"
"FBS","New Food Balances","86","Grenada","664","Food supply (kcal/capita/day)","2943","Meat","2017","2017","kcal/capita/day","277","Fc","Calculated data"
"FBS","New Food Balances","89","Guatemala","664","Food supply (kcal/capita/day)","2943","Meat","2017","2017","kcal/capita/day","130","Fc","Calculated data"
"FBS","New Food Balances","90","Guinea","664","Food supply (kcal/capita/day)","2943","Meat","2017","2017","kcal/capita/day","58","Fc","Calculated data"
"FBS","New Food Balances","175","Guinea-Bissau","664","Food supply (kcal/capita/day)","2943","Meat","2017","2017","kcal/capita/day","117","Fc","Calculated data"
"FBS","New Food Balances","91","Guyana","664","Food supply (kcal/capita/day)","2943","Meat","2017","2017","kcal/capita/day","213","Fc","Calculated data"
"FBS","New Food Balances","93","Haiti","664","Food supply (kcal/capita/day)","2943","Meat","2017","2017","kcal/capita/day","90","Fc","Calculated data"
"FBS","New Food Balances","95","Honduras","664","Food supply (kcal/capita/day)","2943","Meat","2017","2017","kcal/capita/day","148","Fc","Calculated data"
"FBS","New Food Balances","97","Hungary","664","Food supply (kcal/capita/day)","2943","Meat","2017","2017","kcal/capita/day","388","Fc","Calculated data"
"FBS","New Food Balances","99","Iceland","664","Food supply (kcal/capita/day)","2943","Meat","2017","2017","kcal/capita/day","551","Fc","Calculated data"
"FBS","New Food Balances","100","India","664","Food supply (kcal/capita/day)","2943","Meat","2017","2017","kcal/capita/day","15","Fc","Calculated data"
"FBS","New Food Balances","101","Indonesia","664","Food supply (kcal/capita/day)","2943","Meat","2017","2017","kcal/capita/day","53","Fc","Calculated data"
"FBS","New Food Balances","102","Iran (Islamic Republic of)","664","Food supply (kcal/capita/day)","2943","Meat","2017","2017","kcal/capita/day","144","Fc","Calculated data"
"FBS","New Food Balances","103","Iraq","664","Food supply (kcal/capita/day)","2943","Meat","2017","2017","kcal/capita/day","74","Fc","Calculated data"
